Order ID,Date,Product Name,Category,Region,Units Sold, Unit Price , Revenue , Cost , Profit ,Profit Margin
ORD1558,30-09-2024,Laptop,Electronics,East,5," ? 2,285.00 "," ? 11,425.00 "," ? 8,496.04 "," ? 2,928.96 ",25.64
ORD1559,18-03-2025,Headphones,Electronics,Central,16," ? 2,697.00 "," ? 43,152.00 "," ? 34,330.12 "," ? 8,821.88 ",20.44
ORD1560,05-06-2025,Headphones,Electronics,West,2," ? 2,973.00 "," ? 5,946.00 "," ? 4,923.34 "," ? 1,022.66 ",17.20
ORD1561,12-03-2025,Mouse,Accessories,West,19," ? 2,373.00 "," ? 45,087.00 "," ? 27,450.12 "," ? 17,636.88 ",39.12
ORD1562,17-08-2024,Mouse,Accessories,West,7," ? 1,313.00 "," ? 9,191.00 "," ? 5,569.13 "," ? 3,621.87 ",39.41
ORD1563,14-12-2023,Headphones,Electronics,West,6," ? 1,248.00 "," ? 7,488.00 "," ? 4,551.50 "," ? 2,936.50 ",39.22
ORD1564,15-08-2024,Headphones,Electronics,Central,19," ? 4,963.00 "," ? 94,297.00 "," ? 78,484.54 "," ? 15,812.46 ",16.77
ORD1565,07-09-2025,Keyboard,Electronics,West,2," ? 2,486.00 "," ? 4,972.00 "," ? 3,759.73 "," ? 1,212.27 ",24.38
ORD1566,01-07-2025,Mouse,Electronics,East,13," ? 3,041.00 "," ? 39,533.00 "," ? 31,636.66 "," ? 7,896.34 ",19.97
ORD1567,08-04-2024,Tablet,Accessories,North,10," ? 3,467.00 "," ? 34,670.00 "," ? 20,896.09 "," ? 13,773.91 ",39.73
ORD1568,01-07-2024,Mouse,Electronics,North,14, ? 558.00 ," ? 7,812.00 "," ? 5,971.95 "," ? 1,840.05 ",23.55
ORD1569,13-08-2024,Laptop,Electronics,Central,6," ? 4,976.00 "," ? 29,856.00 "," ? 21,650.69 "," ? 8,205.31 ",27.48
ORD1570,08-12-2023,Mouse,Electronics,North,18," ? 4,606.00 "," ? 82,908.00 "," ? 55,026.98 "," ? 27,881.02 ",33.63
ORD1571,25-03-2024,Laptop,Electronics,Central,16," ? 3,877.00 "," ? 62,032.00 "," ? 38,017.44 "," ? 24,014.56 ",38.71
ORD1572,27-11-2024,Printer,Accessories,South,9," ? 1,049.00 "," ? 9,441.00 "," ? 7,130.98 "," ? 2,310.02 ",24.47
ORD1573,22-07-2025,Printer,Electronics,West,12," ? 4,395.00 "," ? 52,740.00 "," ? 43,574.89 "," ? 9,165.11 ",17.38
ORD1574,12-10-2023,Mouse,Accessories,West,13," ? 1,272.00 "," ? 16,536.00 "," ? 13,017.67 "," ? 3,518.33 ",21.28
ORD1575,20-01-2024,Monitor,Accessories,West,14," ? 3,197.00 "," ? 44,758.00 "," ? 33,449.04 "," ? 11,308.96 ",25.27
ORD1576,19-03-2025,Keyboard,Electronics,South,8," ? 4,810.00 "," ? 38,480.00 "," ? 25,962.47 "," ? 12,517.53 ",32.53
ORD1577,05-09-2025,Tablet,Accessories,South,11, ? 670.00 ," ? 7,370.00 "," ? 5,673.90 "," ? 1,696.10 ",23.01
ORD1578,06-08-2024,Tablet,Accessories,East,3," ? 4,069.00 "," ? 12,207.00 "," ? 9,061.86 "," ? 3,145.14 ",25.77
ORD1579,03-11-2023,Laptop,Accessories,East,14, ? 985.00 ," ? 13,790.00 "," ? 11,045.83 "," ? 2,744.17 ",19.90
ORD1580,26-12-2023,Keyboard,Accessories,East,7," ? 1,692.00 "," ? 11,844.00 "," ? 9,522.69 "," ? 2,321.31 ",19.60
ORD1581,26-09-2024,Laptop,Accessories,South,9," ? 3,706.00 "," ? 33,354.00 "," ? 29,227.93 "," ? 4,126.07 ",12.37
ORD1582,01-06-2024,Mouse,Accessories,North,16," ? 2,236.00 "," ? 35,776.00 "," ? 22,518.15 "," ? 13,257.85 ",37.06
ORD1583,23-03-2025,Laptop,Electronics,Central,3," ? 2,265.00 "," ? 6,795.00 "," ? 5,528.33 "," ? 1,266.67 ",18.64
ORD1584,05-05-2025,Mouse,Electronics,East,18," ? 2,789.00 "," ? 50,202.00 "," ? 43,640.33 "," ? 6,561.67 ",13.07
ORD1585,24-08-2025,Mouse,Electronics,North,6," ? 4,606.00 "," ? 27,636.00 "," ? 18,320.44 "," ? 9,315.56 ",33.71
ORD1586,14-08-2025,Monitor,Electronics,East,4, ? 664.00 ," ? 2,656.00 "," ? 1,855.45 ", ? 800.55 ,30.14
ORD1587,10-08-2025,Printer,Accessories,East,9," ? 1,599.00 "," ? 14,391.00 "," ? 12,933.43 "," ? 1,457.57 ",10.13
ORD1588,13-12-2023,Monitor,Accessories,South,3," ? 2,133.00 "," ? 6,399.00 "," ? 4,004.44 "," ? 2,394.56 ",37.42
ORD1589,06-07-2025,Laptop,Accessories,East,12," ? 1,508.00 "," ? 18,096.00 "," ? 14,104.02 "," ? 3,991.98 ",22.06
ORD1590,19-03-2024,Laptop,Accessories,North,17," ? 1,854.00 "," ? 31,518.00 "," ? 27,146.84 "," ? 4,371.16 ",13.87
ORD1591,09-07-2025,Laptop,Electronics,East,13, ? 976.00 ," ? 12,688.00 "," ? 11,399.69 "," ? 1,288.31 ",10.15
ORD1592,15-04-2025,Printer,Electronics,North,15," ? 1,232.00 "," ? 18,480.00 "," ? 11,838.19 "," ? 6,641.81 ",35.94
ORD1593,21-12-2024,Printer,Accessories,South,2," ? 2,833.00 "," ? 5,666.00 "," ? 3,528.38 "," ? 2,137.62 ",37.73
ORD1594,19-05-2025,Headphones,Accessories,North,12," ? 4,043.00 "," ? 48,516.00 "," ? 29,581.88 "," ? 18,934.12 ",39.03
ORD1595,21-12-2023,Monitor,Electronics,South,6," ? 2,015.00 "," ? 12,090.00 "," ? 9,694.85 "," ? 2,395.15 ",19.81
ORD1596,24-06-2024,Printer,Electronics,West,15," ? 3,943.00 "," ? 59,145.00 "," ? 48,901.04 "," ? 10,243.96 ",17.32
ORD1597,20-06-2024,Keyboard,Accessories,West,1," ? 2,351.00 "," ? 2,351.00 "," ? 1,888.78 ", ? 462.22 ,19.66
ORD1598,06-05-2024,Printer,Accessories,West,4, ? 853.00 ," ? 3,412.00 "," ? 2,985.83 ", ? 426.17 ,12.49
ORD1599,19-06-2024,Laptop,Electronics,West,5," ? 4,062.00 "," ? 20,310.00 "," ? 13,924.38 "," ? 6,385.62 ",31.44
ORD1600,07-11-2023,Keyboard,Accessories,East,3, ? 733.00 ," ? 2,199.00 "," ? 1,332.42 ", ? 866.58 ,39.41
ORD1601,28-01-2025,Headphones,Electronics,West,18, ? 758.00 ," ? 13,644.00 "," ? 10,378.88 "," ? 3,265.12 ",23.93
ORD1602,16-03-2024,Headphones,Accessories,South,16, ? 934.00 ," ? 14,944.00 "," ? 9,037.70 "," ? 5,906.30 ",39.52
ORD1603,26-07-2025,Laptop,Electronics,Central,1," ? 4,355.00 "," ? 4,355.00 "," ? 2,790.74 "," ? 1,564.26 ",35.92
ORD1604,13-11-2023,Printer,Electronics,Central,13," ? 4,001.00 "," ? 52,013.00 "," ? 37,956.82 "," ? 14,056.18 ",27.02
ORD1605,27-11-2024,Mouse,Accessories,Central,8," ? 4,184.00 "," ? 33,472.00 "," ? 25,325.11 "," ? 8,146.89 ",24.34
ORD1606,27-11-2023,Tablet,Accessories,West,2," ? 1,674.00 "," ? 3,348.00 "," ? 2,246.10 "," ? 1,101.90 ",32.91
ORD1607,14-06-2024,Mouse,Accessories,North,17," ? 3,441.00 "," ? 58,497.00 "," ? 39,400.92 "," ? 19,096.08 ",32.64
ORD1608,12-01-2024,Laptop,Electronics,West,9," ? 3,681.00 "," ? 33,129.00 "," ? 24,688.58 "," ? 8,440.42 ",25.48
ORD1609,25-12-2023,Monitor,Accessories,East,18," ? 4,441.00 "," ? 79,938.00 "," ? 59,074.17 "," ? 20,863.83 ",26.10
ORD1610,16-02-2025,Keyboard,Electronics,West,9," ? 2,236.00 "," ? 20,124.00 "," ? 13,237.27 "," ? 6,886.73 ",34.22
ORD1611,20-01-2025,Tablet,Electronics,South,18," ? 1,433.00 "," ? 25,794.00 "," ? 18,586.61 "," ? 7,207.39 ",27.94
ORD1612,26-11-2023,Headphones,Electronics,West,13," ? 2,052.00 "," ? 26,676.00 "," ? 21,570.16 "," ? 5,105.84 ",19.14
ORD1613,20-07-2024,Laptop,Electronics,Central,4," ? 2,090.00 "," ? 8,360.00 "," ? 5,264.82 "," ? 3,095.18 ",37.02
ORD1614,08-11-2024,Printer,Electronics,South,8," ? 1,061.00 "," ? 8,488.00 "," ? 5,651.42 "," ? 2,836.58 ",33.42
ORD1615,05-09-2025,Laptop,Accessories,East,1," ? 4,094.00 "," ? 4,094.00 "," ? 2,474.30 "," ? 1,619.70 ",39.56
ORD1616,22-01-2025,Monitor,Accessories,West,17," ? 2,268.00 "," ? 38,556.00 "," ? 31,032.41 "," ? 7,523.59 ",19.51
ORD1617,14-11-2024,Tablet,Accessories,North,1," ? 3,017.00 "," ? 3,017.00 "," ? 2,189.45 ", ? 827.55 ,27.43
ORD1618,02-11-2024,Keyboard,Electronics,North,12," ? 2,544.00 "," ? 30,528.00 "," ? 20,551.92 "," ? 9,976.08 ",32.68
ORD1619,08-05-2024,Tablet,Electronics,East,15," ? 1,858.00 "," ? 27,870.00 "," ? 23,643.74 "," ? 4,226.26 ",15.16
ORD1620,04-02-2025,Headphones,Electronics,Central,18," ? 3,311.00 "," ? 59,598.00 "," ? 38,297.83 "," ? 21,300.17 ",35.74
ORD1621,11-07-2025,Monitor,Accessories,East,1," ? 1,753.00 "," ? 1,753.00 "," ? 1,239.44 ", ? 513.56 ,29.30
ORD1622,21-07-2025,Printer,Electronics,East,4," ? 1,519.00 "," ? 6,076.00 "," ? 4,552.98 "," ? 1,523.02 ",25.07
ORD1623,18-03-2025,Printer,Electronics,West,8," ? 3,376.00 "," ? 27,008.00 "," ? 18,679.21 "," ? 8,328.79 ",30.84
ORD1624,31-05-2025,Keyboard,Accessories,West,3, ? 760.00 ," ? 2,280.00 "," ? 1,974.62 ", ? 305.38 ,13.39
ORD1625,28-11-2023,Headphones,Accessories,Central,10, ? 788.00 ," ? 7,880.00 "," ? 5,560.77 "," ? 2,319.23 ",29.43
ORD1626,10-03-2025,Tablet,Electronics,South,2," ? 4,055.00 "," ? 8,110.00 "," ? 5,326.73 "," ? 2,783.27 ",34.32
ORD1627,30-05-2025,Printer,Electronics,North,19," ? 4,600.00 "," ? 87,400.00 "," ? 78,398.44 "," ? 9,001.56 ",10.30
ORD1628,24-08-2024,Tablet,Electronics,South,13," ? 2,891.00 "," ? 37,583.00 "," ? 33,238.58 "," ? 4,344.42 ",11.56
ORD1629,05-01-2024,Laptop,Accessories,South,17," ? 3,519.00 "," ? 59,823.00 "," ? 42,847.94 "," ? 16,975.06 ",28.38
ORD1630,06-03-2025,Keyboard,Electronics,West,11," ? 1,839.00 "," ? 20,229.00 "," ? 14,934.39 "," ? 5,294.61 ",26.17
ORD1631,21-10-2024,Monitor,Electronics,East,14," ? 2,962.00 "," ? 41,468.00 "," ? 25,191.52 "," ? 16,276.48 ",39.25
ORD1632,15-01-2024,Monitor,Electronics,South,11," ? 2,554.00 "," ? 28,094.00 "," ? 19,940.28 "," ? 8,153.72 ",29.02
ORD1633,14-09-2023,Laptop,Electronics,Central,1," ? 1,639.00 "," ? 1,639.00 "," ? 1,429.03 ", ? 209.97 ,12.81
ORD1634,13-01-2025,Keyboard,Accessories,West,1," ? 2,042.00 "," ? 2,042.00 "," ? 1,664.46 ", ? 377.54 ,18.49
ORD1635,11-03-2025,Mouse,Electronics,East,2," ? 2,113.00 "," ? 4,226.00 "," ? 3,726.59 ", ? 499.41 ,11.82
ORD1636,26-08-2025,Printer,Accessories,East,6, ? 616.00 ," ? 3,696.00 "," ? 2,500.90 "," ? 1,195.10 ",32.34
ORD1637,06-03-2024,Mouse,Accessories,North,18," ? 3,662.00 "," ? 65,916.00 "," ? 43,063.65 "," ? 22,852.35 ",34.67
ORD1638,30-03-2024,Tablet,Accessories,Central,10, ? 911.00 ," ? 9,110.00 "," ? 7,349.99 "," ? 1,760.01 ",19.32
ORD1639,31-03-2025,Laptop,Electronics,West,12," ? 1,404.00 "," ? 16,848.00 "," ? 11,515.08 "," ? 5,332.92 ",31.65
ORD1640,11-01-2025,Tablet,Electronics,Central,2," ? 3,382.00 "," ? 6,764.00 "," ? 4,813.23 "," ? 1,950.77 ",28.84
ORD1641,29-08-2025,Monitor,Accessories,South,14," ? 1,473.00 "," ? 20,622.00 "," ? 13,288.75 "," ? 7,333.25 ",35.56
ORD1642,01-12-2023,Tablet,Electronics,North,17," ? 1,812.00 "," ? 30,804.00 "," ? 22,348.86 "," ? 8,455.14 ",27.45
ORD1643,20-04-2024,Headphones,Electronics,West,4," ? 1,506.00 "," ? 6,024.00 "," ? 3,703.32 "," ? 2,320.68 ",38.52
ORD1644,29-08-2025,Headphones,Electronics,North,5," ? 2,706.00 "," ? 13,530.00 "," ? 8,586.64 "," ? 4,943.36 ",36.54
ORD1645,23-07-2025,Laptop,Accessories,West,2," ? 3,893.00 "," ? 7,786.00 "," ? 5,048.66 "," ? 2,737.34 ",35.16
ORD1646,03-05-2024,Headphones,Electronics,North,12," ? 3,941.00 "," ? 47,292.00 "," ? 42,244.42 "," ? 5,047.58 ",10.67
ORD1647,14-07-2025,Mouse,Electronics,West,13," ? 4,859.00 "," ? 63,167.00 "," ? 40,172.72 "," ? 22,994.28 ",36.40
ORD1648,09-05-2024,Mouse,Accessories,East,19, ? 899.00 ," ? 17,081.00 "," ? 11,231.45 "," ? 5,849.55 ",34.25
ORD1649,09-08-2025,Keyboard,Electronics,East,18," ? 3,246.00 "," ? 58,428.00 "," ? 43,717.84 "," ? 14,710.16 ",25.18
ORD1650,14-04-2025,Headphones,Accessories,Central,18," ? 1,187.00 "," ? 21,366.00 "," ? 18,354.60 "," ? 3,011.40 ",14.09
ORD1651,29-07-2025,Headphones,Accessories,West,5," ? 3,727.00 "," ? 18,635.00 "," ? 12,413.49 "," ? 6,221.51 ",33.39
ORD1652,29-01-2024,Printer,Accessories,North,8," ? 1,373.00 "," ? 10,984.00 "," ? 7,729.14 "," ? 3,254.86 ",29.63
ORD1653,16-09-2024,Headphones,Electronics,Central,3, ? 833.00 ," ? 2,499.00 "," ? 1,889.20 ", ? 609.80 ,24.40
ORD1654,25-04-2025,Printer,Electronics,Central,4, ? 710.00 ," ? 2,840.00 "," ? 2,375.75 ", ? 464.25 ,16.35
ORD1655,09-02-2025,Headphones,Accessories,West,15," ? 4,330.00 "," ? 64,950.00 "," ? 54,848.56 "," ? 10,101.44 ",15.55
ORD1656,24-03-2025,Mouse,Accessories,North,15, ? 714.00 ," ? 10,710.00 "," ? 9,404.10 "," ? 1,305.90 ",12.19
ORD1657,19-03-2025,Mouse,Electronics,North,6," ? 2,369.00 "," ? 14,214.00 "," ? 10,511.59 "," ? 3,702.41 ",26.05
ORD1658,16-10-2023,Tablet,Electronics,East,15," ? 1,084.00 "," ? 16,260.00 "," ? 13,691.82 "," ? 2,568.18 ",15.79
ORD1659,20-05-2024,Laptop,Electronics,North,17, ? 745.00 ," ? 12,665.00 "," ? 10,764.32 "," ? 1,900.68 ",15.01
ORD1660,11-08-2024,Keyboard,Accessories,North,10," ? 1,064.00 "," ? 10,640.00 "," ? 8,491.11 "," ? 2,148.89 ",20.20
ORD1661,31-01-2024,Monitor,Electronics,West,7," ? 2,596.00 "," ? 18,172.00 "," ? 13,683.50 "," ? 4,488.50 ",24.70
ORD1662,01-09-2025,Monitor,Accessories,Central,15," ? 4,299.00 "," ? 64,485.00 "," ? 44,432.99 "," ? 20,052.01 ",31.10
ORD1663,27-03-2024,Headphones,Electronics,West,6," ? 1,581.00 "," ? 9,486.00 "," ? 8,144.02 "," ? 1,341.98 ",14.15
ORD1664,18-11-2023,Headphones,Accessories,West,10," ? 2,252.00 "," ? 22,520.00 "," ? 18,596.39 "," ? 3,923.61 ",17.42
ORD1665,01-10-2023,Laptop,Electronics,South,5," ? 2,272.00 "," ? 11,360.00 "," ? 9,150.32 "," ? 2,209.68 ",19.45
ORD1666,26-01-2024,Keyboard,Electronics,Central,10," ? 2,175.00 "," ? 21,750.00 "," ? 17,438.63 "," ? 4,311.37 ",19.82
ORD1667,14-04-2024,Mouse,Accessories,West,14," ? 4,405.00 "," ? 61,670.00 "," ? 52,133.69 "," ? 9,536.31 ",15.46
ORD1668,13-04-2024,Mouse,Accessories,South,19," ? 3,097.00 "," ? 58,843.00 "," ? 44,477.49 "," ? 14,365.51 ",24.41
ORD1669,20-02-2024,Printer,Accessories,North,19," ? 3,794.00 "," ? 72,086.00 "," ? 46,256.15 "," ? 25,829.85 ",35.83
ORD1670,28-10-2023,Printer,Electronics,South,9," ? 3,933.00 "," ? 35,397.00 "," ? 26,760.26 "," ? 8,636.74 ",24.40
ORD1671,21-11-2024,Monitor,Electronics,South,6," ? 3,713.00 "," ? 22,278.00 "," ? 14,154.41 "," ? 8,123.59 ",36.46
ORD1672,16-12-2023,Laptop,Electronics,West,7," ? 2,679.00 "," ? 18,753.00 "," ? 14,114.89 "," ? 4,638.11 ",24.73
ORD1673,24-08-2025,Laptop,Electronics,North,14," ? 2,968.00 "," ? 41,552.00 "," ? 27,441.30 "," ? 14,110.70 ",33.96
ORD1674,28-01-2025,Tablet,Electronics,North,6," ? 1,720.00 "," ? 10,320.00 "," ? 9,064.11 "," ? 1,255.89 ",12.17
ORD1675,25-02-2025,Mouse,Accessories,North,4, ? 883.00 ," ? 3,532.00 "," ? 2,816.53 ", ? 715.47 ,20.26
ORD1676,28-12-2023,Monitor,Electronics,South,10," ? 4,310.00 "," ? 43,100.00 "," ? 31,524.56 "," ? 11,575.44 ",26.86
ORD1677,12-07-2025,Tablet,Electronics,West,19," ? 3,855.00 "," ? 73,245.00 "," ? 50,692.26 "," ? 22,552.74 ",30.79
ORD1678,20-09-2024,Keyboard,Electronics,North,15," ? 1,127.00 "," ? 16,905.00 "," ? 14,706.24 "," ? 2,198.76 ",13.01
ORD1679,28-01-2025,Monitor,Electronics,South,13," ? 4,312.00 "," ? 56,056.00 "," ? 40,554.89 "," ? 15,501.11 ",27.65
ORD1680,05-09-2024,Mouse,Accessories,Central,6," ? 1,274.00 "," ? 7,644.00 "," ? 5,086.72 "," ? 2,557.28 ",33.45
ORD1681,12-10-2024,Headphones,Electronics,North,1," ? 1,743.00 "," ? 1,743.00 "," ? 1,500.80 ", ? 242.20 ,13.90
ORD1682,30-06-2024,Tablet,Electronics,Central,19," ? 3,465.00 "," ? 65,835.00 "," ? 50,672.71 "," ? 15,162.29 ",23.03
ORD1683,12-03-2024,Keyboard,Accessories,North,3," ? 2,086.00 "," ? 6,258.00 "," ? 5,201.56 "," ? 1,056.44 ",16.88
ORD1684,01-04-2024,Monitor,Accessories,West,3," ? 2,453.00 "," ? 7,359.00 "," ? 6,607.55 ", ? 751.45 ,10.21
ORD1685,22-06-2024,Printer,Electronics,North,12," ? 3,822.00 "," ? 45,864.00 "," ? 40,795.80 "," ? 5,068.20 ",11.05
ORD1686,18-05-2024,Laptop,Accessories,Central,3, ? 999.00 ," ? 2,997.00 "," ? 2,248.26 ", ? 748.74 ,24.98
ORD1687,28-10-2024,Printer,Electronics,North,11," ? 4,360.00 "," ? 47,960.00 "," ? 40,361.72 "," ? 7,598.28 ",15.84
ORD1688,19-10-2023,Monitor,Accessories,Central,18," ? 4,296.00 "," ? 77,328.00 "," ? 64,620.82 "," ? 12,707.18 ",16.43
ORD1689,12-06-2024,Keyboard,Accessories,South,2," ? 4,652.00 "," ? 9,304.00 "," ? 6,192.49 "," ? 3,111.51 ",33.44
ORD1690,27-11-2023,Headphones,Accessories,East,17," ? 2,110.00 "," ? 35,870.00 "," ? 30,267.44 "," ? 5,602.56 ",15.62
ORD1691,24-10-2023,Tablet,Electronics,Central,16, ? 971.00 ," ? 15,536.00 "," ? 13,117.61 "," ? 2,418.39 ",15.57
ORD1692,04-04-2025,Mouse,Electronics,Central,12," ? 1,201.00 "," ? 14,412.00 "," ? 9,195.33 "," ? 5,216.67 ",36.20
ORD1693,20-09-2024,Tablet,Electronics,East,11, ? 661.00 ," ? 7,271.00 "," ? 5,164.65 "," ? 2,106.35 ",28.97
ORD1694,31-01-2024,Monitor,Accessories,West,7," ? 1,390.00 "," ? 9,730.00 "," ? 6,755.13 "," ? 2,974.87 ",30.57
ORD1695,08-05-2024,Headphones,Accessories,Central,1," ? 3,556.00 "," ? 3,556.00 "," ? 2,256.03 "," ? 1,299.97 ",36.56
ORD1696,05-11-2023,Monitor,Accessories,West,16, ? 717.00 ," ? 11,472.00 "," ? 6,949.99 "," ? 4,522.01 ",39.42
ORD1697,09-06-2024,Printer,Electronics,Central,2," ? 1,152.00 "," ? 2,304.00 "," ? 1,819.13 ", ? 484.87 ,21.04
ORD1698,27-07-2024,Laptop,Accessories,East,15," ? 2,668.00 "," ? 40,020.00 "," ? 28,097.93 "," ? 11,922.07 ",29.79
ORD1699,09-06-2024,Mouse,Accessories,West,10," ? 3,849.00 "," ? 38,490.00 "," ? 31,618.51 "," ? 6,871.49 ",17.85
ORD1700,20-04-2024,Headphones,Accessories,North,18," ? 2,387.00 "," ? 42,966.00 "," ? 30,620.44 "," ? 12,345.56 ",28.73
ORD1701,18-06-2024,Laptop,Electronics,South,9, ? 958.00 ," ? 8,622.00 "," ? 5,285.83 "," ? 3,336.17 ",38.69
ORD1702,04-04-2024,Tablet,Electronics,West,13," ? 3,619.00 "," ? 47,047.00 "," ? 34,604.34 "," ? 12,442.66 ",26.45
ORD1703,23-07-2025,Printer,Electronics,East,3," ? 2,719.00 "," ? 8,157.00 "," ? 6,770.64 "," ? 1,386.36 ",17.00
ORD1704,12-12-2024,Keyboard,Electronics,Central,12," ? 2,788.00 "," ? 33,456.00 "," ? 23,209.79 "," ? 10,246.21 ",30.63
ORD1705,05-03-2025,Tablet,Accessories,South,16," ? 2,162.00 "," ? 34,592.00 "," ? 30,898.92 "," ? 3,693.08 ",10.68
ORD1706,17-06-2024,Monitor,Accessories,South,16," ? 2,518.00 "," ? 40,288.00 "," ? 31,168.10 "," ? 9,119.90 ",22.64
ORD1707,19-05-2024,Headphones,Accessories,North,11," ? 1,402.00 "," ? 15,422.00 "," ? 13,186.15 "," ? 2,235.85 ",14.50
ORD1708,10-04-2025,Laptop,Accessories,East,14," ? 2,530.00 "," ? 35,420.00 "," ? 29,326.19 "," ? 6,093.81 ",17.20
ORD1709,03-01-2025,Printer,Electronics,South,1," ? 2,463.00 "," ? 2,463.00 "," ? 1,747.69 ", ? 715.31 ,29.04
ORD1710,31-05-2025,Tablet,Electronics,West,1," ? 4,841.00 "," ? 4,841.00 "," ? 3,909.94 ", ? 931.06 ,19.23
ORD1711,25-01-2024,Mouse,Accessories,Central,4," ? 1,075.00 "," ? 4,300.00 "," ? 3,128.80 "," ? 1,171.20 ",27.24
ORD1712,01-10-2024,Tablet,Accessories,Central,4," ? 2,404.00 "," ? 9,616.00 "," ? 6,155.84 "," ? 3,460.16 ",35.98
ORD1713,06-07-2025,Keyboard,Electronics,Central,13," ? 3,862.00 "," ? 50,206.00 "," ? 39,762.91 "," ? 10,443.09 ",20.80
ORD1714,08-05-2024,Mouse,Accessories,West,10," ? 1,697.00 "," ? 16,970.00 "," ? 12,055.52 "," ? 4,914.48 ",28.96
ORD1715,02-04-2024,Monitor,Accessories,South,13," ? 1,307.00 "," ? 16,991.00 "," ? 12,682.31 "," ? 4,308.69 ",25.36
ORD1716,22-09-2023,Laptop,Electronics,East,11," ? 4,524.00 "," ? 49,764.00 "," ? 34,576.59 "," ? 15,187.41 ",30.52
ORD1717,06-11-2024,Keyboard,Accessories,Central,15," ? 3,143.00 "," ? 47,145.00 "," ? 30,599.79 "," ? 16,545.21 ",35.09
ORD1718,21-10-2023,Mouse,Electronics,East,16, ? 620.00 ," ? 9,920.00 "," ? 8,118.53 "," ? 1,801.47 ",18.16
ORD1719,18-12-2024,Headphones,Accessories,Central,10," ? 4,835.00 "," ? 48,350.00 "," ? 36,397.41 "," ? 11,952.59 ",24.72
ORD1720,26-09-2023,Tablet,Electronics,North,17," ? 4,954.00 "," ? 84,218.00 "," ? 73,084.29 "," ? 11,133.71 ",13.22
ORD1721,01-03-2024,Keyboard,Electronics,North,5," ? 4,921.00 "," ? 24,605.00 "," ? 17,270.64 "," ? 7,334.36 ",29.81
ORD1722,09-08-2025,Printer,Accessories,East,6," ? 3,457.00 "," ? 20,742.00 "," ? 15,612.92 "," ? 5,129.08 ",24.73
ORD1723,06-04-2024,Headphones,Accessories,West,9," ? 2,453.00 "," ? 22,077.00 "," ? 13,519.84 "," ? 8,557.16 ",38.76
ORD1724,15-08-2024,Monitor,Accessories,South,6," ? 4,610.00 "," ? 27,660.00 "," ? 23,790.37 "," ? 3,869.63 ",13.99
ORD1725,08-11-2023,Keyboard,Electronics,West,17," ? 4,294.00 "," ? 72,998.00 "," ? 65,456.45 "," ? 7,541.55 ",10.33
ORD1726,01-02-2025,Monitor,Accessories,North,15," ? 3,666.00 "," ? 54,990.00 "," ? 37,704.09 "," ? 17,285.91 ",31.43
ORD1727,08-11-2023,Headphones,Electronics,Central,1," ? 1,504.00 "," ? 1,504.00 ", ? 960.75 , ? 543.25 ,36.12
ORD1728,25-11-2024,Headphones,Accessories,Central,12," ? 3,242.00 "," ? 38,904.00 "," ? 26,191.63 "," ? 12,712.37 ",32.68
ORD1729,10-10-2024,Keyboard,Accessories,West,14," ? 4,773.00 "," ? 66,822.00 "," ? 58,590.54 "," ? 8,231.46 ",12.32
ORD1730,29-08-2024,Laptop,Electronics,Central,10," ? 4,778.00 "," ? 47,780.00 "," ? 32,894.67 "," ? 14,885.33 ",31.15
ORD1731,08-03-2024,Mouse,Electronics,North,15," ? 2,442.00 "," ? 36,630.00 "," ? 32,816.12 "," ? 3,813.88 ",10.41
ORD1732,03-04-2025,Mouse,Accessories,Central,13," ? 3,500.00 "," ? 45,500.00 "," ? 27,570.33 "," ? 17,929.67 ",39.41
ORD1733,21-07-2024,Keyboard,Accessories,West,19," ? 4,265.00 "," ? 81,035.00 "," ? 51,034.51 "," ? 30,000.49 ",37.02
ORD1734,25-01-2025,Monitor,Accessories,Central,14," ? 1,201.00 "," ? 16,814.00 "," ? 11,483.08 "," ? 5,330.92 ",31.71
ORD1735,28-04-2025,Tablet,Accessories,West,5," ? 3,444.00 "," ? 17,220.00 "," ? 10,496.32 "," ? 6,723.68 ",39.05
ORD1736,23-05-2025,Mouse,Electronics,East,11," ? 4,864.00 "," ? 53,504.00 "," ? 43,913.83 "," ? 9,590.17 ",17.92
ORD1737,22-09-2023,Mouse,Electronics,West,14, ? 655.00 ," ? 9,170.00 "," ? 5,739.94 "," ? 3,430.06 ",37.41
ORD1738,27-04-2024,Laptop,Accessories,West,4," ? 2,659.00 "," ? 10,636.00 "," ? 6,646.77 "," ? 3,989.23 ",37.51
ORD1739,15-02-2025,Printer,Accessories,Central,4," ? 1,274.00 "," ? 5,096.00 "," ? 4,020.37 "," ? 1,075.63 ",21.11
ORD1740,16-10-2024,Monitor,Accessories,South,16," ? 1,265.00 "," ? 20,240.00 "," ? 15,056.94 "," ? 5,183.06 ",25.61
ORD1741,26-11-2024,Printer,Electronics,North,10," ? 4,903.00 "," ? 49,030.00 "," ? 39,619.51 "," ? 9,410.49 ",19.19
ORD1742,31-05-2024,Keyboard,Electronics,West,9," ? 4,719.00 "," ? 42,471.00 "," ? 34,662.03 "," ? 7,808.97 ",18.39
ORD1743,07-09-2025,Monitor,Accessories,North,18," ? 3,594.00 "," ? 64,692.00 "," ? 48,633.94 "," ? 16,058.06 ",24.82
